annee,canton,Total,Total contributions,Total taxes
2015,Schwytz,95835.0,40201.0,55633.0
2015,Soleure,102288.0,28907.0,73381.0
2015,Suisse centrale,366565.0,144725.0,221840.0
2015,Suisse du Nord-Ouest,457591.0,127087.0,330504.0
2015,Suisse orientale,700266.0,338545.0,361722.0
2015,Tessin,215211.0,67638.0,147572.0
2015,Thurgovie,93368.0,37214.0,56155.0
2015,Total,4170727.0,1779439.0,2391287.0
2015,Uri,43980.0,33914.0,10066.0
2015,Valais,434544.0,359844.0,74700.0
2015,Vaud,323909.0,71388.0,252521.0
2015,Zoug,44450.0,11637.0,32813.0
2015,Zurich,448228.0,104529.0,343699.0
