annee,canton,Total,Routes nationales,Routes cantonales,Routes communales
2015,Bâle-Campagne,2064.2,30.2,476.0,1558.0
2015,Bâle-Ville,375.5,9.5,305.0,61.0
2015,Espace Mittelland,21421.6,418.6,4243.0,16760.0
2015,Fribourg,3444.2,84.2,636.0,2724.0
2015,Genève,1357.2,27.2,266.0,1064.0
2015,Glaris,412.0,16.6,129.0,266.0
2015,Grisons,3685.1,166.1,1420.0,2099.0
2015,Jura,1676.3,42.3,449.0,1185.0
2015,Lucerne,3239.5,58.5,521.0,2660.0
2015,Neuchâtel,1883.5,39.5,449.0,1395.0
2015,Nidwald,239.8,25.8,74.0,140.0
2015,Obwald,540.4,37.4,83.0,420.0
2015,Région lémanique,13266.8,336.8,4268.0,8662.0
2015,Saint-Gall,2968.8,139.8,678.0,2151.0
2015,Schaffhouse,1615.0,17.2,224.0,1374.0
2015,Schwytz,897.7,49.7,218.0,630.0
2015,Soleure,2502.8,43.8,612.0,1847.0
2015,Suisse centrale,5843.6,258.6,1186.0,4399.0
2015,Suisse du Nord-Ouest,8037.0,139.0,1955.0,5943.0
2015,Suisse orientale,12438.5,382.50000000000006,3542.0,8514.0
2015,Tessin,3147.8,136.8,1054.0,1957.0
2015,Thurgovie,3185.8,42.8,802.0,2341.0
2015,Total,71519.3,1823.3,17868.0,51828.0
2015,Uri,370.5,69.5,152.0,149.0
2015,Valais,4198.3,104.3,1866.0,2228.0
2015,Vaud,7711.0,205.3,2136.0,5370.0
2015,Zoug,555.7,17.7,138.0,400.0
2015,Zurich,7364.0,151.0,1620.0,5593.0
2016,Appenzell Rh.-Ext.,431.0,0.0,227.0,204.0
2016,Appenzell Rh.-Int.,141.0,0.0,62.0,79.0
2016,Argovie,5596.3,99.3,1173.0,4324.0
2016,Berne,11914.8,208.8,2086.0,9620.0
2016,Bâle-Campagne,2064.2,30.2,476.0,1558.0
2016,Bâle-Ville,375.5,9.5,305.0,61.0
2016,Espace Mittelland,21426.5,423.5,4232.0,16771.0
2016,Fribourg,3444.2,84.2,636.0,2724.0
2016,Genève,1357.2,27.2,266.0,1064.0
2016,Glaris,411.6,16.6,129.0,266.0
2016,Grisons,3688.2,169.2,1423.0,2096.0
2016,Jura,1681.2,47.2,449.0,1185.0
2016,Lucerne,3239.5,58.5,522.0,2659.0
2016,Neuchâtel,1883.5,39.5,449.0,1395.0
2016,Nidwald,239.8,25.8,74.0,140.0
2016,Obwald,540.4,37.4,83.0,420.0
2016,Région lémanique,13273.8,343.8,4257.0,8673.0
2016,Saint-Gall,2968.8,139.8,678.0,2151.0
2016,Schaffhouse,1615.2,17.2,224.0,1374.0
2016,Schwytz,897.7,49.7,218.0,630.0
2016,Soleure,2502.8,43.8,612.0,1847.0
2016,Suisse centrale,5843.6,258.6,1187.0,4398.0
2016,Suisse du Nord-Ouest,8036.0,139.0,1954.0,5943.0
2016,Suisse orientale,12441.6,385.6,3545.0,8511.0
2016,Tessin,3154.9,138.9,1059.0,1957.0
2016,Thurgovie,3185.8,42.8,802.0,2341.0
2016,Total,71540.4,1840.4,17854.0,51846.0
2016,Uri,370.5,69.5,152.0,149.0
2016,Valais,4205.3,111.3,1860.0,2234.0
2016,Vaud,7711.3,205.3,2131.0,5375.0
2016,Zoug,555.7,17.7,138.0,400.0
2016,Zurich,7364.0,151.0,1620.0,5593.0
