,gravite_index,gravite,ruralite_index,ruralite,voie_index,voie,vitesse_index,vitesse,temps_index,temps,signalisation_index,signalisation,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
393,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,111.0,Humide,156.0,Stop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,111.0,Humide,157.0,Passage pour piéton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,111.0,Humide,158.0,Autre priorité,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,112.0,Mouillé,150.0,Aucune signalisation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,112.0,Mouillé,151.0,Signalisation des pistes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,112.0,Mouillé,152.0,Signalisation lumineuse en service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,112.0,Mouillé,153.0,Priorité au tram / train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,112.0,Mouillé,154.0,Priorité de droite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,112.0,Mouillé,155.0,Cédez le passage,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,112.0,Mouillé,156.0,Stop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,112.0,Mouillé,157.0,Passage pour piéton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,112.0,Mouillé,158.0,Autre priorité,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,113.0,Enneigé,150.0,Aucune signalisation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,113.0,Enneigé,151.0,Signalisation des pistes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,113.0,Enneigé,152.0,Signalisation lumineuse en service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,113.0,Enneigé,153.0,Priorité au tram / train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,113.0,Enneigé,154.0,Priorité de droite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,113.0,Enneigé,155.0,Cédez le passage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,113.0,Enneigé,156.0,Stop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,113.0,Enneigé,157.0,Passage pour piéton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,113.0,Enneigé,158.0,Autre priorité,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,114.0,Verglacé,150.0,Aucune signalisation,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,114.0,Verglacé,151.0,Signalisation des pistes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,114.0,Verglacé,152.0,Signalisation lumineuse en service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,114.0,Verglacé,153.0,Priorité au tram / train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,114.0,Verglacé,154.0,Priorité de droite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,114.0,Verglacé,155.0,Cédez le passage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,114.0,Verglacé,156.0,Stop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,114.0,Verglacé,157.0,Passage pour piéton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,114.0,Verglacé,158.0,Autre priorité,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,115.0,Neige fondante,150.0,Aucune signalisation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,115.0,Neige fondante,151.0,Signalisation des pistes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,115.0,Neige fondante,152.0,Signalisation lumineuse en service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,115.0,Neige fondante,153.0,Priorité au tram / train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,115.0,Neige fondante,154.0,Priorité de droite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,115.0,Neige fondante,155.0,Cédez le passage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,115.0,Neige fondante,156.0,Stop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,115.0,Neige fondante,157.0,Passage pour piéton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,115.0,Neige fondante,158.0,Autre priorité,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,116.0,Autre état de la route,150.0,Aucune signalisation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,116.0,Autre état de la route,151.0,Signalisation des pistes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,116.0,Autre état de la route,152.0,Signalisation lumineuse en service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,116.0,Autre état de la route,153.0,Priorité au tram / train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,116.0,Autre état de la route,154.0,Priorité de droite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,116.0,Autre état de la route,155.0,Cédez le passage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,116.0,Autre état de la route,156.0,Stop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,116.0,Autre état de la route,157.0,Passage pour piéton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,50.0,40-50 Km/h,116.0,Autre état de la route,158.0,Autre priorité,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,110.0,Sec,150.0,Aucune signalisation,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,110.0,Sec,151.0,Signalisation des pistes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,110.0,Sec,152.0,Signalisation lumineuse en service,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,110.0,Sec,153.0,Priorité au tram / train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,110.0,Sec,154.0,Priorité de droite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,110.0,Sec,155.0,Cédez le passage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,110.0,Sec,156.0,Stop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,110.0,Sec,157.0,Passage pour piéton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,110.0,Sec,158.0,Autre priorité,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,111.0,Humide,150.0,Aucune signalisation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,111.0,Humide,151.0,Signalisation des pistes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,111.0,Humide,152.0,Signalisation lumineuse en service,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,111.0,Humide,153.0,Priorité au tram / train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,111.0,Humide,154.0,Priorité de droite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,111.0,Humide,155.0,Cédez le passage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,111.0,Humide,156.0,Stop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,111.0,Humide,157.0,Passage pour piéton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,111.0,Humide,158.0,Autre priorité,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,112.0,Mouillé,150.0,Aucune signalisation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,112.0,Mouillé,151.0,Signalisation des pistes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,112.0,Mouillé,152.0,Signalisation lumineuse en service,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,112.0,Mouillé,153.0,Priorité au tram / train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,112.0,Mouillé,154.0,Priorité de droite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,112.0,Mouillé,155.0,Cédez le passage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,112.0,Mouillé,156.0,Stop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,112.0,Mouillé,157.0,Passage pour piéton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,112.0,Mouillé,158.0,Autre priorité,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,113.0,Enneigé,150.0,Aucune signalisation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,315.0,Accidents avec blessés légers,10.0,En localité,51.0,Semi-autoroute,60.0,60 Km/h,113.0,Enneigé,151.0,Signalisation des pistes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
